date_time,WS_10_mean,WS_10_min,WS_10_max,WS_10_stdv,WS_40a_mean,WS_40a_min,WS_40a_max,WS_40a_stdv,WS_20_mean,WS_20_min,WS_20_max,WS_20_stdv,WD_20_mean,WD_20_min,WD_20_max,WD_20_stdv,WS_60_mean,WS_60_min,WS_60_max,WS_60_stdv,WD_60_mean,WD_60_min,WD_60_max,WD_60_stdv,Tair_mean,Tair_min,Tair_max,Tair_stdv,Tgrad_mean,Tgrad_min,Tgrad_max,Tgrad_stdv,Pbaro_mean,Pbaro_min,Pbaro_max,Pbaro_stdv,RH_mean,RH_min,RH_max,RH_stdv
2020-01-01 00:10:00,4.2626,3.0191,5.4999,0.4472,7.3577,6.7316,7.6614,0.2145,5.726,3.9325,6.4148,0.4195,100.52,85.72,111.02,3.955,7.9172,7.3409,8.2704,0.1531,97.22,93.82,100.72,1.864,16.33,16.28,16.45,0.0236,0.789,0.706,0.85,0.054000000000000006,983.4,983.3,983.5,0.0548,80.8,80.6,81.1,0.1188
2020-01-01 01:10:00,4.9064,3.6393,6.1201,0.4813,7.6552,7.0415,8.2812,0.207,6.7375,6.1045,7.3457,0.2408,94.62,88.62,99.82,1.577,8.2952,7.6507,8.8902,0.2466,92.82,89.92,95.92,1.061,16.13,16.01,16.25,0.0317,0.785,0.563,0.85,0.086,983.0,982.9,983.2,0.0527,82.5,82.3,82.8,0.1545
2020-01-01 02:10:00,3.9202,2.7089999999999996,4.8797,0.4286,6.7936,6.1118,7.6614,0.2963,5.3474,4.2428,6.4148,0.3463,100.02,88.02,114.92,3.4010000000000002,7.849,7.031000000000001,8.5803,0.2727,97.12,91.92,102.02,1.5390000000000001,15.75,15.64,15.88,0.0433,0.759,0.706,0.85,0.040999999999999995,982.7,982.5,982.8,0.0465,86.5,85.8,87.2,0.309
2020-01-01 03:10:00,3.6982,2.3988,4.8797,0.3839,6.8618,5.8018,7.9713,0.3756,5.1861,4.2428,6.1045,0.3184,95.32,83.32,104.92,3.091,8.2828,6.7211,8.8902,0.34700000000000003,95.52,90.82,100.82,1.1740000000000002,15.67,15.58,15.78,0.0364,1.136,1.065,1.137,0.005,982.0,981.9,982.1,0.0489,89.5,88.3,90.1,0.4886
2020-01-01 04:10:00,4.0969999999999995,2.3988,5.1898,0.4534,7.8659,7.0415,8.5912,0.251,5.757000000000001,4.8634,6.7251,0.3444,95.32,85.22,106.02,3.068,9.0575,8.5803,9.5099,0.1735,98.32,96.32,100.32,0.8079999999999999,15.59,15.44,15.78,0.0762,1.422,1.317,1.46,0.016,981.7,981.6,981.8,0.0387,90.0,89.3,90.9,0.5682
2020-01-01 05:10:00,4.4412,3.3292,5.81,0.4776,8.0333,7.6614,8.5912,0.2095,6.0487,4.8634,7.0354,0.4009,103.42,92.32,120.02,3.197,8.5493,7.9606,8.8902,0.2212,102.02,100.72,104.02,0.965,15.7,15.61,15.78,0.0381,1.1,0.922,1.137,0.062,981.7,981.6,981.8,0.0427,91.5,91.3,91.7,0.069
2020-01-01 06:10:00,3.3992,2.0887,4.8797,0.5216,6.087000000000001,4.8721,7.0415,0.4804,4.527,3.312,5.7942,0.5169,103.22,81.42,115.62,4.873,7.2417,6.4113,8.5803,0.3762,103.12,97.52,109.12,1.766,15.4,15.3,15.51,0.0583,0.49700000000000005,0.276,0.563,0.091,982.1,982.0,982.2,0.0465,95.2,94.5,95.9,0.3111
2020-01-01 07:10:00,4.0114,2.3988,6.1201,0.7114,5.3493,3.3224,7.0415,0.7271,4.5388,2.3811,6.4148,0.7447,101.82,84.02,129.52,7.068,5.9527,3.9324,7.3409,0.7158,101.02,84.52,115.62,5.381,15.64,15.53,15.7,0.0263,-0.569,-0.653,-0.439,0.039,982.5,982.4,982.7,0.0572,97.0,96.6,97.5,0.1871
2020-01-01 08:10:00,5.4317,3.6393,7.3605,0.8429,6.9176,5.4919,8.9011,0.7221,6.2411,4.2428,8.2765,0.8545,100.62,72.82,131.42,9.41,7.0248,5.4817,9.8197,0.8168,104.62,90.62,117.62,6.278,16.67,16.52,16.83,0.084,-0.902,-1.1159999999999999,-0.867,0.071,982.6,982.5,982.7,0.0429,89.9,88.3,91.7,0.813
2020-01-01 09:10:00,6.0333,3.3292,8.6009,1.1548,7.2771,4.2522,9.8309,1.1356,6.7748,3.9325,9.5177,1.135,104.12,70.22,129.72,9.83,7.3533,4.5521,9.8197,1.0219,106.12,78.82,131.42,7.888,18.14,17.88,18.32,0.0902,-1.158,-1.5430000000000001,-0.653,0.24600000000000002,982.2,982.1,982.4,0.0581,76.9,74.88,79.57,1.097
2020-01-01 10:10:00,4.9678,2.0887,8.2908,1.2956,5.9816,2.7026,8.9011,1.1492,5.5584,3.0017,9.2074,1.2281,98.82,63.12,138.22,13.48,6.0704,3.6225,8.5803,1.1229,99.22,72.22,136.82,12.67,19.48,19.34,19.61,0.0637,-1.136,-1.436,-0.867,0.126,982.1,981.9,982.2,0.0429,70.61,68.62,71.95,0.6253
2020-01-01 11:10:00,5.9651,2.7089999999999996,8.6009,1.1108,7.1841,4.2522,10.7606,1.0537,6.601,3.6223,8.8971,1.0494,92.42,53.35,123.22,9.99,7.4152,5.1718,10.1296,0.9885,94.52,77.42,112.12,7.23,19.75,19.57,19.88,0.0685,-1.055,-1.401,-0.867,0.134,982.1,982.0,982.2,0.0474,68.1,66.03,69.36,0.976
2020-01-01 12:10:00,5.3076,2.0887,8.6009,1.0798,6.5209,3.6324,9.211,1.1331,5.8625,3.0017,8.8971,1.0984,117.12,66.22,164.22,18.46,6.6716,3.6225,9.2,1.0957,120.02,73.52,149.52,15.04,20.48,20.25,20.8,0.1518,-1.2930000000000001,-1.7209999999999999,-0.867,0.225,982.1,982.0,982.2,0.0493,66.72,64.98,68.28,0.7579
2020-01-01 13:10:00,6.6101,3.3292,9.8414,1.2727,7.9713,4.5621,10.4507,1.1002,7.3643,4.8634,9.828,1.1183,110.82,78.12,146.82,11.47,8.1527,6.1014,10.7493,1.0275,111.82,96.02,132.02,7.601,20.34,20.22,20.59,0.0857,-1.6159999999999999,-2.005,-1.08,0.215,981.8,981.6,981.8,0.0603,69.66,68.28,70.79,0.5416
2020-01-01 14:10:00,5.7170000000000005,2.3988,8.911,1.2658,6.9486,4.2522,10.1408,1.1009,6.2411,2.0708,9.2074,1.3274,108.92,62.72,146.82,16.9,7.093,4.5521,10.1296,1.1291,113.12,82.22,146.02,13.68,20.51,20.36,20.8,0.1435,-1.325,-1.8619999999999999,-0.867,0.21899999999999997,981.7,981.5,981.8,0.063,68.68,67.26,69.61,0.4874
2020-01-01 15:10:00,6.5543,3.6393,10.7717,1.2665,8.0147,4.5621,10.7606,1.2261,7.4201,4.2428,10.4485,1.1903,110.22,68.52,140.32,12.08,8.1279,3.9324,10.4395,1.2332,116.12,83.22,144.92,8.88,20.72,20.42,21.14,0.2135,-1.33,-1.614,-0.867,0.18100000000000002,981.2,981.1,981.4,0.0539,67.97,65.86,69.3,0.809
2020-01-01 16:10:00,6.9388,3.9494,10.7717,1.1555,8.6408,5.4919,11.6904,1.1219,7.8607,4.2428,10.4485,1.2362,111.12,79.02,142.52,12.04,8.822000000000001,5.1718,11.0592,1.1632,116.42,95.12,141.42,10.12,20.68,20.49,21.21,0.1866,-1.619,-1.7919999999999998,-1.1520000000000001,0.135,980.8,980.7,980.9,0.0605,68.35,64.95,70.05,0.988
2020-01-01 17:10:00,7.2861,4.2595,10.1515,1.3663,9.3226,6.1118,11.0706,1.0097,8.3138,4.8634,11.3794,1.3653,123.22,97.82,152.22,8.14,9.7888,7.3409,11.6789,0.7263,124.02,113.02,139.02,3.832,19.93,19.72,20.4,0.1694,-1.375,-1.649,-0.867,0.152,980.7,980.6,980.8,0.0461,71.05,68.76,72.64,0.86
2020-01-01 18:10:00,6.0333,2.7089999999999996,8.2908,1.1964,8.4114,5.182,10.4507,1.0314,7.1285,4.2428,9.5177,1.158,108.62,86.62,141.52,8.39,8.8034,6.1014,10.1296,0.8701,110.02,94.32,126.62,3.9339999999999997,18.88,18.77,19.04,0.0571,-0.883,-1.0090000000000001,-0.7240000000000001,0.051,981.0,980.9,981.1,0.055,78.21,77.5,78.97,0.3573
2020-01-01 19:10:00,5.9651,3.3292,8.2908,1.1083,8.2317,4.8721,10.4507,0.9601,6.9299,4.2428,9.2074,1.1654,102.82,85.32,119.02,6.888999999999999,8.7724,6.1014,10.1296,0.7486,105.22,93.62,114.02,3.4189999999999996,18.37,18.29,18.49,0.0365,-0.568,-0.581,-0.474,0.027000000000000003,981.6,981.4,981.7,0.0608,81.0,79.65,81.6,0.4053
2020-01-01 20:10:00,5.1451,3.0191,7.0504,0.8832,7.3825,4.8721,8.9011,0.7023,6.1356,3.6223,8.2765,0.8924,111.12,89.12,131.82,6.242999999999999,8.0287,6.1014,9.5099,0.6017,111.52,98.92,119.92,3.702,17.6,17.51,17.75,0.0416,-0.37,-0.439,-0.29600000000000004,0.013000000000000001,982.1,981.9,982.2,0.0508,91.6,90.6,92.1,0.392
2020-01-01 21:10:00,4.7358,2.7089999999999996,6.7403,0.7591,7.2089,5.4919,8.5912,0.5864,5.757000000000001,4.2428,7.0354,0.6832,104.02,89.52,119.72,5.521,8.0659,6.7211,9.2,0.4666,105.22,91.02,112.62,2.489,17.21,17.13,17.27,0.0238,-0.284,-0.29600000000000004,-0.22399999999999998,0.019,982.2,982.0,982.3,0.0515,96.1,95.6,96.6,0.2524
2020-01-01 22:10:00,4.52,2.7089999999999996,6.4302,0.6940000000000001,6.7874,4.5621,8.2812,0.6279,5.4219,3.6223,7.3457,0.6857,107.82,90.92,127.02,6.064,7.5764,5.4817,9.2,0.5999,107.82,100.72,115.02,2.602,17.15,17.07,17.24,0.0256,-0.29600000000000004,-0.332,-0.29600000000000004,0.002,982.2,982.2,982.4,0.0439,99.0,98.7,99.2,0.0872
2020-01-01 23:10:00,4.8623,2.7089999999999996,7.0504,0.8174,6.744,4.5621,8.2812,0.7141,5.7446,3.6223,7.3457,0.862,113.02,91.82,140.02,7.207999999999999,7.2851,4.862,9.2,0.6823,112.12,100.92,125.22,4.12,17.14,17.07,17.24,0.0237,-0.385,-0.546,-0.29600000000000004,0.059000000000000004,982.6,982.4,982.7,0.0511,100.0,99.9,100.0,0.0256
2020-01-02 00:10:00,3.7571,2.3988,5.4999,0.6028,5.6965,3.6324,7.6614,0.6862,4.3874,2.6914,5.7942,0.7112,116.02,94.42,141.32,6.9479999999999995,6.529,4.2423,7.9606,0.6563,115.32,98.62,126.42,4.155,17.18,17.13,17.27,0.0363,-0.294,-0.29600000000000004,-0.22399999999999998,0.008,982.4,982.2,982.5,0.0559,100.0,99.9,100.0,0.0192
2020-01-02 01:10:00,4.4034,2.7089999999999996,6.1201,0.7672,6.1118,4.2522,7.3515,0.5994,5.16,2.6914,7.0354,0.7043,103.42,85.32,126.42,7.068,6.56,4.862,7.9606,0.6098,102.22,89.92,116.22,4.547,17.18,17.1,17.27,0.043,-0.3,-0.36700000000000005,-0.29600000000000004,0.015,982.0,981.8,982.2,0.0835,100.0,99.9,100.0,0.0208
2020-01-02 02:10:00,4.0685,1.7786,6.4302,0.8261,5.5725,3.3224,7.3515,0.7717,4.7126,2.3811,6.7251,0.7962,95.62,75.72,120.62,8.52,6.1448,3.6225,8.5803,0.7449,93.32,81.32,113.22,6.751,17.05,16.93,17.17,0.0457,-0.325,-0.51,-0.26,0.047,981.3,981.1,981.6,0.0906,100.0,99.9,100.0,0.0207
2020-01-02 03:10:00,3.3403,2.0887,5.4999,0.5377,5.1293,3.9423,6.7316,0.5046,4.0827,2.3811,5.7942,0.5715,99.02,77.52,116.32,5.917999999999999,5.6304,4.5521,7.3409,0.4803,95.22,87.02,107.62,3.1710000000000003,16.94,16.79,17.2,0.0948,-0.264,-0.36700000000000005,-0.081,0.08,981.1,980.9,981.2,0.043,100.0,100.0,100.0,0.019
2020-01-02 04:10:00,2.9434,2.0887,4.5696,0.5241,4.5572,3.3224,5.8018,0.507,3.6769,2.3811,5.1737,0.507,105.22,74.62,118.92,7.072,4.9748,3.6225,5.7916,0.5026,103.22,84.52,119.72,6.926,17.08,17.0,17.3,0.0437,-0.307,-0.51,-0.22399999999999998,0.046,981.1,981.0,981.2,0.0461,100.0,99.9,100.0,0.0216
2020-01-02 05:10:00,2.9353,2.0887,4.5696,0.49,3.801,2.3927,4.5621,0.4252,3.4113,2.0708,4.2428,0.4629,114.82,99.12,141.42,6.065,3.9398,2.693,4.862,0.3898,109.22,89.92,132.62,6.862,16.86,16.79,17.07,0.0509,-0.293,-0.36700000000000005,-0.22399999999999998,0.024,981.2,981.1,981.3,0.0521,100.0,99.9,100.0,0.0327
2020-01-02 06:10:00,2.0937,1.1584,3.6393,0.4869,2.8638,1.7728,3.9423,0.3781,2.3532,1.4503,3.6223,0.4034,95.22,72.72,120.62,8.37,3.1825,2.3831,4.2423,0.33399999999999996,98.52,85.32,111.62,5.965,17.07,17.0,17.24,0.0503,-0.359,-0.546,-0.29600000000000004,0.091,981.5,981.4,981.6,0.0459,100.0,99.9,100.0,0.0207
2020-01-02 07:10:00,1.9759,1.1584,2.7089999999999996,0.3448,2.4224,1.4629,3.3224,0.3738,2.1143,1.4503,3.0017,0.3599,106.52,80.22,127.52,9.07,2.569,1.7634,3.3127,0.2975,109.22,84.12,126.42,7.8839999999999995,17.1,17.0,17.2,0.0402,-0.344,-0.546,-0.29600000000000004,0.079,981.9,981.8,982.0,0.05,100.0,100.0,100.0,0.0219
2020-01-02 08:10:00,1.5975,0.2281,2.3988,0.4676,1.7530000000000001,1.153,2.7026,0.2963,1.7376,1.14,2.6914,0.3345,65.82,40.0,92.02,11.36,1.8328,1.1437,2.3831,0.2714,79.62,56.42,98.72,10.55,17.32,17.24,17.41,0.0522,-0.43,-0.581,-0.29600000000000004,0.054000000000000006,981.8,981.7,982.0,0.0428,99.7,99.3,100.0,0.205
2020-01-02 09:10:00,2.3480000000000003,0.5382,4.5696,0.805,2.8947,1.153,4.5621,0.7506,2.5536,0.8297,4.5531,0.8223,101.82,55.62,188.82,26.61,2.9266,0.8338,4.5521,0.7908,96.82,60.22,142.82,15.56,18.45,18.29,18.6,0.0953,-0.897,-1.1520000000000001,-0.653,0.146,982.0,982.0,982.1,0.0493,89.5,83.5,93.0,3.0660000000000003
2020-01-02 10:10:00,1.6279,0.2281,3.3292,0.6196,1.9526,0.843,3.6324,0.5312,1.7854,0.5194,3.0017,0.5746,181.82,89.42,206.12,26.77,1.8223,0.5239,3.3127,0.5894,161.72,102.02,201.82,21.43,19.59,19.44,19.71,0.0598,-0.665,-0.7240000000000001,-0.581,0.043,981.8,981.7,982.0,0.0484,81.0,79.91,81.7,0.4396
2020-01-02 11:10:00,4.3662,2.7089999999999996,6.1201,0.81,5.3555,3.0125,7.3515,0.7544,4.9099,2.6914,6.4148,0.7354,182.92,150.82,215.62,10.31,5.5871,3.3127,6.7211,0.6805,183.12,156.62,211.92,7.171,18.62,18.43,18.77,0.0728,-1.216,-1.436,-0.938,0.16,982.0,981.9,982.2,0.0534,90.9,89.8,92.5,0.5976
2020-01-02 12:10:00,5.5619,2.7089999999999996,7.9807,1.0705,6.6634,3.9423,8.9011,0.9409,6.1542,3.0017,8.5868,1.1754,209.62,180.32,234.82,11.55,6.6592,4.5521,8.2704,0.779,207.72,176.62,236.72,10.27,18.94,18.63,19.1,0.1113,-1.079,-1.436,-0.795,0.159,982.3,982.2,982.4,0.0609,87.9,86.4,89.6,0.9570000000000001
2020-01-02 13:10:00,6.3062,4.2595,8.6009,0.9731,8.2317,5.8018,9.5209,0.6998,7.4015,4.8634,9.2074,0.9184,191.72,173.42,214.02,6.188,8.4006,6.4113,9.5099,0.5069,190.02,181.12,201.42,4.102,17.63,17.47,17.81,0.0572,-0.831,-1.045,-0.7240000000000001,0.075,982.7,982.5,982.8,0.0512,94.2,93.8,94.6,0.1755
2020-01-02 14:10:00,6.8892,3.3292,9.8414,1.1772,8.4672,5.4919,10.4507,0.8399,7.9414,4.8634,9.828,1.0345,192.12,166.42,227.92,10.03,8.5369,5.4817,10.4395,0.8583,193.12,169.12,218.12,6.94,18.22,18.02,18.43,0.1152,-1.3,-1.472,-1.08,0.13,982.6,982.4,982.7,0.055,89.8,88.8,91.1,0.5389
2020-01-02 15:10:00,6.517,3.3292,10.1515,1.3539,8.0271,4.2522,10.4507,1.0922,7.296,3.0017,10.4485,1.3769999999999998,192.32,162.12,225.02,11.93,8.1961,5.1718,10.4395,0.9159,192.72,172.72,216.12,9.59,17.99,17.71,18.32,0.1822,-1.273,-1.685,-1.08,0.18,982.5,982.3,982.6,0.0555,89.2,87.4,90.5,0.958
2020-01-02 16:10:00,5.2518,2.7089999999999996,7.6706,1.1164,6.2791,3.6324,8.2812,0.8256,5.8067,3.312,7.9662,1.014,201.02,158.42,237.82,13.87,6.2749,4.2423,7.9606,0.8019,201.72,168.02,226.12,11.79,18.76,18.56,19.2,0.1561,-1.105,-1.436,-0.867,0.127,982.4,982.2,982.4,0.0488,81.7,78.59,83.7,0.948
2020-01-02 17:10:00,4.8673,2.3988,7.0504,0.9781,5.7894,2.7026,8.2812,0.9329,5.3785,2.6914,7.9662,0.9762,210.02,177.32,239.62,12.48,5.8225,3.0028,8.2704,0.9401,209.82,182.62,256.82,9.89,19.18,18.93,19.58,0.1944,-1.069,-1.294,-0.867,0.126,982.2,982.1,982.3,0.0481,74.86,73.59,75.86,0.6889
2020-01-02 18:10:00,4.6118,2.3988,7.0504,1.0171,5.6779,3.0125,7.3515,0.8424,5.1191,2.6914,7.3457,0.9675,184.22,144.62,210.52,9.96,5.9961,3.9324,7.3409,0.6358,185.02,161.62,203.62,7.01,19.21,18.96,19.41,0.1079,-1.095,-1.436,-0.867,0.149,982.6,982.5,982.8,0.0438,72.35,71.41,73.18,0.4693
2020-01-02 19:10:00,3.545,1.7786,5.1898,0.6717,4.5293,3.0125,5.8018,0.6391,4.0318,2.3811,5.7942,0.6913,194.02,170.32,226.22,7.409,4.6153,3.0028,5.7916,0.7040000000000001,194.92,176.52,220.02,5.939,17.99,17.88,18.09,0.0333,-0.677,-0.867,-0.581,0.07,983.4,983.3,983.5,0.0635,84.1,83.2,85.0,0.3653
2020-01-02 20:10:00,2.6457,2.0887,3.3292,0.2729,3.6435,3.3224,3.9423,0.1934,3.2282,2.3811,3.6223,0.2805,160.52,150.42,165.72,2.72,3.5699,3.0028,3.9324,0.1735,160.12,159.12,160.82,0.634,17.0,16.93,17.07,0.0338,-0.114,-0.29600000000000004,-0.01,0.09,983.7,983.5,983.8,0.0507,86.0,84.7,87.0,0.5979
2020-01-02 21:10:00,2.3585,1.4685,3.6393,0.3907,3.8729,3.0125,4.2522,0.3198,3.2437,2.3811,3.9325,0.3841,167.32,153.62,174.52,4.138999999999999,4.0068,3.3127,4.5521,0.3501,169.32,165.32,172.62,1.515,16.72,16.66,16.79,0.0194,0.221,0.062,0.276,0.079,983.8,983.7,983.9,0.0496,89.6,88.8,90.7,0.518
2020-01-02 22:10:00,2.0162,1.4685,2.7089999999999996,0.2654,2.6022,2.0827,3.3224,0.2479,2.3097,1.7605,3.0017,0.2675,136.72,128.72,150.82,8.54,2.7487,2.3831,3.3127,0.2442,129.42,121.12,147.72,8.59,16.6,16.59,16.73,0.0244,-0.018000000000000002,-0.081,-0.01,0.019,984.0,983.9,984.2,0.0472,91.2,91.0,91.4,0.0767
2020-01-02 23:10:00,2.5167,2.3988,2.7089999999999996,0.1507,2.7026,2.3927,3.0125,0.0979,2.6027,2.3811,2.6914,0.1402,108.12,106.52,109.92,0.804,2.6762,2.3831,3.0028,0.09300000000000001,106.02,105.92,106.62,0.114,16.52,16.45,16.63,0.0416,-0.293,-0.29600000000000004,-0.22399999999999998,0.01,984.1,984.0,984.3,0.0572,92.3,91.9,92.6,0.1818
2020-01-03 00:10:00,2.0391,1.7786,2.3988,0.1321,2.1466,1.7728,2.7026,0.1674,2.1285,1.7605,2.3811,0.1539,113.32,109.32,114.62,1.141,2.1619,2.0732,2.693,0.1425,116.62,110.42,125.22,5.818,16.45,16.35,16.62,0.0673,-0.07,-0.18899999999999997,-0.01,0.048,983.7,983.5,983.8,0.0559,91.2,89.3,92.2,0.866
2020-01-03 01:10:00,1.9833,1.4685,2.3988,0.2735,1.9588,1.4629,2.3927,0.18100000000000002,2.0038,1.4503,2.3811,0.2408,152.62,145.42,154.72,2.415,2.0113,1.4535,2.3831,0.2293,155.82,147.92,158.52,3.23,16.28,16.22,16.49,0.0353,-0.040999999999999995,-0.11699999999999999,-0.01,0.032,983.4,983.3,983.5,0.0515,92.5,92.3,92.9,0.1812
2020-01-03 02:10:00,2.5527,2.0887,2.7089999999999996,0.1569,2.8761,2.3927,3.3224,0.1791,2.8416,2.3811,3.312,0.1688,144.82,142.72,146.02,1.23,3.0152,2.693,3.3127,0.18899999999999997,144.62,141.82,145.42,0.8420000000000001,16.1,16.05,16.25,0.0352,-0.14,-0.22399999999999998,-0.01,0.051,982.9,982.8,983.0,0.051,92.2,92.0,92.6,0.1209
2020-01-03 03:10:00,2.3102,2.0887,2.7089999999999996,0.1749,2.6654,2.3927,3.3224,0.1822,2.4413,2.0708,2.6914,0.1527,120.12,119.72,120.62,0.247,2.8212,2.3831,3.3127,0.2033,122.02,119.12,130.52,2.5660000000000003,16.05,15.98,16.11,0.022000000000000002,-0.24,-0.29600000000000004,-0.11699999999999999,0.052000000000000005,982.7,982.5,982.8,0.0539,95.9,95.2,96.2,0.2703
2020-01-03 04:10:00,2.655,2.3988,3.0191,0.1631,3.2245,3.0125,3.6324,0.1847,3.0588,2.6914,3.312,0.1688,92.02,73.52,108.22,9.5,3.4781,3.0028,3.9324,0.1915,99.72,85.92,110.42,6.232,16.01,15.91,16.11,0.0346,0.068,-0.046,0.276,0.11199999999999999,982.3,982.2,982.4,0.0516,96.2,95.4,96.9,0.4675
2020-01-03 05:10:00,2.5372,2.0887,3.0191,0.1947,3.3237,3.0125,3.9423,0.1593,3.227,3.0017,3.6223,0.162,90.62,87.32,94.82,2.714,3.5587,3.3127,3.9324,0.1326,98.82,96.52,100.02,1.2570000000000001,15.79,15.77,15.88,0.0291,0.276,0.276,0.276,0.0,982.5,982.3,982.6,0.0573,98.4,98.3,98.6,0.0981
2020-01-03 06:10:00,2.0875,1.7786,2.3988,0.2003,2.9983,2.7026,3.3224,0.1835,2.5363,2.3811,2.6914,0.1551,109.42,99.82,113.82,3.8819999999999997,3.1373,2.693,3.6225,0.20199999999999999,115.02,109.12,119.42,3.373,16.04,15.91,16.32,0.0842,-0.324,-0.581,-0.08199999999999999,0.12300000000000001,982.6,982.5,982.7,0.0478,96.6,95.4,98.4,0.7353
2020-01-03 07:10:00,2.6482,1.4685,3.3292,0.3262,2.7491,1.7728,3.9423,0.3831,2.7609,1.7605,3.312,0.3053,82.22,56.12,100.02,8.34,2.8219,1.7634,3.9324,0.3948,86.72,71.42,101.12,6.109,16.56,16.45,16.76,0.0725,-0.57,-0.867,-0.439,0.068,982.9,982.7,983.0,0.053,95.5,93.9,96.6,0.4944
2020-01-03 08:10:00,2.0937,1.1584,3.3292,0.4962,2.1838,1.153,3.9423,0.5132,2.2167,1.14,3.6223,0.5002,182.52,134.92,221.02,16.22,2.2592,1.1437,4.2423,0.6148,172.82,134.62,213.92,13.14,18.23,17.85,18.63,0.2463,-0.872,-1.1520000000000001,-0.581,0.158,983.4,983.3,983.5,0.049,83.5,80.6,85.6,1.5230000000000001
2020-01-03 09:10:00,2.3709,1.1584,3.9494,0.5563,2.5972,0.843,4.5621,0.6682,2.6095,1.14,4.2428,0.5846,20.68,338.18300000000005,83.92,20.87,2.5114,1.1437,3.9324,0.5937,23.13,342.77,74.92,17.52,18.82,18.73,18.96,0.0581,-0.8029999999999999,-1.1159999999999999,-0.653,0.09699999999999999,983.3,983.2,983.4,0.043,77.58,76.85,78.76,0.3733
2020-01-03 10:10:00,3.1214,1.1584,5.4999,0.9818,3.4309,1.7728,5.4919,0.7432,3.3567,0.8297,5.484,0.9371,33.54,335.298,329.42,27.93,3.3077,1.4535,5.4817,0.8633,36.85,351.67,81.32,19.24,20.21,19.91,20.46,0.1508,-0.868,-1.2229999999999999,-0.653,0.172,982.9,982.8,983.1,0.042,69.7,68.21,71.41,0.7877
2020-01-03 11:10:00,4.0505,2.0887,6.7403,0.9868,4.7977,3.0125,6.4217,0.7537,4.5016,2.6914,7.0354,0.88,187.12,143.82,219.62,11.61,4.9537,3.0028,7.031000000000001,0.7592,190.32,163.42,227.72,8.85,18.8,18.62,19.03,0.1311,-1.055,-1.2229999999999999,-0.867,0.091,983.3,983.2,983.3,0.0411,81.2,79.71,82.3,0.7444
2020-01-03 12:10:00,2.8795,1.1584,5.4999,0.9316,3.1941,1.7728,5.182,0.9211,2.9564,0.8297,5.1737,0.9656,194.72,137.92,257.02,30.19,3.511,1.7634,5.4817,0.8596,193.72,146.22,252.92,23.1,20.59,20.32,20.87,0.1491,-0.7879999999999999,-1.08,-0.51,0.16,982.9,982.8,983.0,0.05,71.19,69.91,73.24,0.7798
2020-01-03 13:10:00,6.1139,3.3292,9.2212,1.2553,7.8969,5.182,10.4507,0.9521,6.9361,3.9325,10.7588,1.1524,197.12,165.82,232.52,11.4,7.9234,5.1718,10.1296,0.8905,195.22,171.32,225.92,9.47,19.3,19.1,19.85,0.1667,-1.501,-1.8980000000000001,-1.08,0.23800000000000002,982.6,982.5,982.7,0.0437,77.92,75.83,79.16,0.6764
2020-01-03 14:10:00,5.0236,2.0887,8.2908,1.1486,6.0808,3.3224,8.9011,1.1362,5.6825,3.0017,8.2765,1.1481,183.32,148.82,213.92,14.02,6.1882,3.3127,9.2,0.9916,187.22,151.02,230.52,12.8,19.73,19.51,19.99,0.1191,-1.148,-1.578,-0.867,0.168,982.7,982.6,982.9,0.0517,76.35,74.41,77.74,0.7364
2020-01-03 15:10:00,6.0023,3.3292,9.2212,1.0382,6.992000000000001,4.8721,9.8309,0.8064,6.5824,3.6223,9.2074,1.0699,184.72,156.82,219.22,11.12,7.0868,4.5521,9.5099,0.8248,187.52,166.42,212.12,8.3,19.65,19.51,19.78,0.0749,-1.449,-2.005,-1.045,0.24100000000000002,982.5,982.3,982.7,0.0522,75.54,74.51,76.45,0.5071
2020-01-03 16:10:00,4.7972,2.3988,7.3605,1.2398,5.4919,3.0125,7.9713,0.9168,5.1445,2.0708,7.3457,1.1481,180.82,118.52,221.52,21.28,5.4817,3.3127,7.3409,0.8056,186.92,148.12,219.42,15.06,20.09,19.78,20.46,0.18,-1.05,-1.436,-0.653,0.214,982.2,982.0,982.3,0.055,72.03,69.77,74.54,1.1159999999999999
2020-01-03 17:10:00,5.1141,2.3988,9.5313,1.1356,6.5952,3.3224,9.8309,1.1399,5.7384,3.0017,9.5177,1.3131,178.62,131.92,222.02,13.25,6.7707,4.2423,9.8197,0.9637,178.02,146.82,203.52,9.73,18.97,18.9,19.17,0.0718,-1.459,-1.7209999999999999,-1.08,0.138,982.1,982.0,982.2,0.0423,75.31,73.86,76.34,0.5336
2020-01-03 18:10:00,5.2084,2.3988,7.9807,1.1108,6.4031,4.5621,7.6614,0.6874,5.8997,3.312,8.2765,0.9637,192.62,166.72,224.02,7.979,6.3679,4.5521,7.6507,0.629,191.92,172.12,209.12,5.341,18.32,18.22,18.43,0.0568,-0.9670000000000001,-1.2229999999999999,-0.867,0.11,982.6,982.4,982.7,0.0548,76.32,74.95,77.33,0.4725
